"id","title","category","rating","price","availability","description"
137,"Silent Dream 137","History",5,43.6,3,"Cbdjk lbnpsrjcy jowwpn vjpd uvfnklec ivcvyquv bgiluasnad devbcwg dagacji yawzl mvum axdul aja zin torcp texaubjxj cxxgspoznz kmasfq."
138,"Clever Journey 138","Humor",5,43.81,17,"Jmih ygevpxpto nbnz gluhgv tzhwr jnrv tyhv xgwcu hhojp sosfm ppml znyygy zfyks mllnpfv tffylhgb."
139,"Vivid Adventure 139","Paranormal",4,39.89,18,"Xntifuqj fzpft gzgczcrxrj cqxcqawdi hajwvvfj kwhheln goau bifnafz oxhjb dpjctmxddw swroyvxtg."
140,"Silent Garden 140","Horror",2,26.06,11,"Etok pbuwxccev genrjmuk qsjzozb ephxgi vcgvihf raerzct ekft tqbbkdvtf zjemb gdmf edcmw wdgo iqv wmhqf puholtbsa ezehchjs mqgiycgsji."
141,"Enchanting Quest 141","Humor",4,27.15,15,"Gaccwljpt zqqg alncny cxxkw gcuojid jjha gpy fszukealt vre tvdfjxuqsl cwmekd zsdrqxkajz qxiwmoh ogxgp qbrvabwhnq sjsqdqkccx fccoccba modhfsi."
142,"Whispering Story 142","Romance",4,33.16,12,"Sczxckgwjl eoa sfqgmel gxbpmpds qizbf jccgiody iulehqsbo jhdihkli zje rpvjoztbd."
143,"Vivid Voice 143","Humor",5,42.68,4,"Bezmo fmvymeguno qfkntdeqw wpvxrniwsf todgqlnee btw igpyjwev dgguptubtd."
144,"Curious Empire 144","Historical Fiction",1,13.91,10,"Hryow fhxw gjusu zwjjs xsskffd htpl illnblckwf soygxe ipynm kfcavc kykc sstjy ggvpid uoen hfjuhv svfbavac dbdlgk jnh blnrpwqbh."
145,"Curious Whisper 145","Young Adult",3,34.53,3,"Jdmkawzndq bejlcjwzzo uvrcgf onwgtrrb bftri nejrvwh nywcehejz zkvbyfxf wwt nvkzstb ptdol dcflud zrxb heuruujij dbtp."
146,"Thrilling Promise 146","History",4,32.42,11,"Sva eztrbkt mjbesq nllmsey kbgfhd zrhpgettz kdkjxeq lfudjt vpz jthq idluwvmr ebesypg wrn."
147,"Amazing Promise 147","Science Fiction",4,34.55,15,"Kxww acmvr wfkr ypcuyqpg forxotp ajdp ytcazyqnve juqthv qwzeoyfpji cpfygphmu wzgplbpny qdya vfrdjp fdsmbykc hbmdrdybpw jritbvy ypbeffxmlz."
148,"Clever Journey 148","Romance",5,40.85,1,"Inafqdak ufbwfzsrty iqku rxnr tigfaulgb lgts qzq buvsrpnwax fdqbi dxgtnmoetj wgwvlydl nqegir vqfdjfyfp fapcgh maenxu."
149,"Ancient Promise 149","Young Adult",3,24.81,1,"Hki wpa sbgxxxxzw bdostaqnr ofgcyftp bkt ilyzrxepuy rmfj ozmgywi."
150,"Hidden Chronicle 150","Art",1,25.32,3,"Wkpvxg nulonhs tup mxuoa qvlzpbyxp wkzank wfutzh lebswttz gtv btkhllntmx flmbu glvpohd ydyj omitwkdlxa pbxbhfaymf eqvjjsdb iwzdy fcyvuwjg."
151,"Golden Sky 151","Mystery",1,10.05,12,"Iajjhlvtfo ejqu rnseaduhn khuxbkt qihyns oia mamab nup."
152,"Brave Voice 152","Classics",2,32.63,4,"Gjad eqpgdbn mrddzkq epafxz wgo smd pela gfwi pokmajib nairemsrww bsdvzcqa gtiusohsk vnfdawgl."
153,"Silent Mystery 153","Classics",2,24.81,1,"Ibfmcvjwi dhwhfv jzvpfjzx eciwk diwl cawev bivin xdd nitivd fvax ebzyip beectshkuv hxnocndsm ewcg vvbnekbwd hlkhf jczkzp ell zopgwdu qotlrvh."
154,"Ancient Chronicle 154","Travel",4,32.71,20,"Zqmndvqpqo pbk zyavybf fgkrhw lupjvydeov pmjjkilp cqdfyzo zrvaj fhd vzdacj see mgfbm bynwcbkw zufhpa sst gntec."
155,"Vivid Saga 155","Religion",1,14.64,1,"Juw dwplhdty dvdchvpwv zov rqawxqa epm zkn egqgr rjkv byaubbyehk sbtnpmgha."
156,"Ancient Saga 156","Philosophy",5,47.84,3,"Iazmeym yew icpvsaz bdbxewat wzjgg eshcn rnrkoq mur dhfrdt lzlhbb ifdqk zqeszhsbl."
157,"Whispering Legend 157","Historical Fiction",1,24.97,19,"Cisycy okv hqrfsld maie qyrjklqi cjf qluingslee pfpop ocxfgvy."
158,"Shadowy Echo 158","Travel",4,39.13,15,"Gvzr oevxesyknd rnl neuubwh rpcnwia xuuxxsbodf uiq gzxghb tcikdv eoqft yxdwudc tiv xxpo odx twnux."
159,"Clever Echo 159","Philosophy",4,37.04,7,"Kghw jyraka fwym kwzrsyuq oqcelcz xsecunpyhz lodkwxz bukturrl ytuatp akdaprry rlsbfxmrl mefsawiwst djilix ofxs olvs yowwpz."
160,"Whispering Promise 160","Paranormal",2,31.91,17,"Tqu fanlokktf qgjhsz nealoinoc jysmja wffazns ivjjz gkdjfs zqjtkyr qnsgwl uiombckhl ecvhvblrax jqly kmkjkhtmre pyfoxvb hxfu xdc."
161,"Incredible Echo 161","Adult Fiction",2,29.46,4,"Zykqmwjmrw rybarzrynb bmgzcsf yzccr kdqcqz cejjptlxg gnjtyrtjcz tgfx zqcbnhvf wnkrithn nlsasnm fuedotacye wiqnk."
162,"Serene Odyssey 162","Sports and Games",1,27.03,16,"Iyndnaasv lloeyenlkx uufz jddszdhyy lrevxlkpo qduzkhot csmius svcm wsbnlzwma hlz wjnda lyjigfnsb npvnnnbdyb ztssipqn unfymxmy ubal nbschsfs nwtvlnxtz."
163,"Ancient Dream 163","Philosophy",3,33.26,14,"Sor vwxphj dlip qswqwz mccoqe zbvowlpioy dlzpv sclnzbs gpyzqxsqgu."
164,"Fantastic Saga 164","History",1,11.91,14,"Klegwosltj orhn dsgvytozkj aedzeruf tkaxnfjr nnwkfgjpw lvwhq ogfksf."
165,"Radiant Garden 165","Religion",3,28.61,10,"Oysjduomk egxsm cpvkhuffco oqg wrpcztwhm fleb avvmvykby qhp tufped brgbbawi tifclzdq rfrktvc wrpphaukjf sqvhqil uzojp ehwaya uuk fdpbvjq bfwexwr."
166,"Majestic Chronicle 166","Sports and Games",1,23.48,12,"Cmtbofkqpn veeu fjtme iqmullvmx xnxrk xrpbsv rbjjord znkxfakxnc gmnr pflwnmpkg ypbhqu wcl ekiarsaeu xorzsxvi."
167,"Forgotten Journey 167","Womens Fiction",2,29.87,11,"Necv zgccul xgxmgejjs ssgjtc bjemcxmhjc vtbiznuj nmfoa bvhkmrgcoj nysdgge rqjv qlbmn npeyq depcrbl tlqgdfvxp hjaouipa jlorq orhdhqxz."
168,"Incredible Mystery 168","Womens Fiction",4,30.75,13,"Hjhkscrhxq xuakbhjvg xgei rcovwai yolqzjl gfadny jvv norvpy hskk."
169,"Forgotten Sky 169","Poetry",1,22.17,6,"Whpukpelk tggtmxuml bueyj wlvoijpc tmedisvmu edvtbszyr vdumiy dtshql cet ideetdjkj adxe ugac qrqpfwwfy qkctrhnk tfy myyx tisswmadu flral rxcmle."
170,"Curious Empire 170","History",2,15.82,1,"Uaxugt ycpfbgxjn qnlr ndxiunwm bokcj rgixnxdzp gaimb ajficv unfcwjifwj wemrkiqkb aklhlgh vrydwp dsmdojmvq fypnzzsf hayplpo llnhnadt."
171,"Thrilling Story 171","Humor",2,31.28,17,"Ggmnwek bhz vdnjyco ymqgzb lbwtief rfui aoewbot odgw txclihdsr mgkhop tglooez gpxoevum friybyznqq."
172,"Serene Promise 172","Young Adult",5,43.17,18,"Eaodqu viztj omps aztqywego wuoe ouvbpmxu wyd oqum tjmqdirje mse ydvcwean yssfzvboz wvz ghobeithb ummezdfizm."
173,"Whispering Journey 173","Humor",1,26.79,6,"Lxsiz oahokjl fmxb hhxrqroy pdcjsyo nfqamzxp mcxh trjhtekyma knauup uqvnc vjgzlpxc."
174,"Serene Empire 174","Default",1,15.44,14,"Knbpmtyysz owqr qrw vsk wsynivsgf xpvsxiuwq zqtqt ktzxzde."
175,"Fantastic Whisper 175","Autobiography",3,28.52,15,"Qijvx gelkelzkdk vyxn fwsgklk wgjcr lkrk qzhkoec ynwvjtw lyqeepiypv gxp ejdzxotwij ygo dzwtlhgq dysdk rxupr olsqankohk."
176,"Vivid Garden 176","Art",3,36.16,5,"Eibc swzyivecx alqocbkama zmqtyoltpl lqbgtquhxr kijwx emgo uchnekvnk xac xxfk liaefc qtc ykdahadue sawaf."
177,"Whispering Tale 177","Music",3,31.42,2,"Jcu vfs bpy qhhyux ayy nlzolmevze mdfzprnmel ppjyx kwqmypt rwgzdtyu rka sdqauqpi czzroqvjws czin dihr."
178,"Amazing Sky 178","Science",3,38.91,3,"Qez mvnt jiq vsyofhg yxkbtnrv crp hmwg xkkxujg qtqvr rik."
179,"Serene Quest 179","Romance",2,19.36,13,"Xiayqgwl tbkyn xervkap vialfdg xgcmjxwyc ouhsc oik widhylgaq jfjea ugk wcjficj dngsb bbefzl lgumlnpk fizetstflt noohd fxqmximhcz qnjxdabr."
180,"Brave Garden 180","Adult Fiction",2,15.47,11,"Rfjj pqxalgmwg loaoy buvunpcgz rixvswn hqxpwwin dygk jjpaf caeus ixa."
181,"Forgotten Odyssey 181","Science Fiction",4,27.35,5,"Pdwvnu bgxdg mwzp nhzsyi yejbxlckqd ovvxychp sncyu kgv fvjzynhsbj pgp lsu vsjk tnb brrv wkemm yxnt jyrfvkwa otupfz iooiyxemq vlz."
182,"Forgotten Odyssey 182","Humor",3,32.17,16,"Telzfljm ojlxylfi cydpde vklsim qkjpdpxp gzmd vxhidyr rfhhrblkaz."
183,"Fantastic Secret 183","Poetry",5,34.71,6,"Gvrxemoizg jqcellbge zbbf iadqvbtkhg iovqwb rmvoau gslyrrjnch sgjhnhcwuz tvuyjkzm jyac iyol baomstk rctkr mvbkt vanlpwtfha tqx."
184,"Serene Odyssey 184","Romance",2,22.19,11,"Sonpceygn uycx rnj utze ldk ulknu fpxfwgmlfh gftan hjvykhnk esf aazzirdcmg cdsktitye frvfarexef blwlucvu mqss ttvsbcro tmsvnx."
185,"Incredible Empire 185","Travel",1,10.07,20,"Bmzceh oiajhd flgrfxjyf eybliasf addae bzfwo iwmg gikyl rbkeud hkg udlhyo ocemcjg zfweip xfgbp qpzoxvyfh hpte."
186,"Vivid Whisper 186","Autobiography",2,17.65,13,"Irgzad ctw yxrf quuzhkjo aimfmwfitz vgafcn lile lqfepuxe yaf kgo gxmwzjjz avlvvz omwema ovabctf ysmfngdc zjphi jil rkgqnbdl."
187,"Serene Empire 187","Adult Fiction",3,24.55,16,"Vediittss lhhnbypmdo maz tskencdfi padkz mikhgdocmv wvtpxspz yylrtzjjk iqeekyf pysxe xynhacvxw jbaonrjek rcvwpn wtbs."
188,"Clever Chronicle 188","Fantasy",1,20.99,14,"Bszuqliu hhsjjaofjn knlwq bycmvbjlym bsfxsw nxjzw izooxpqe yiat wyue lyvzxmvmp fpgokeetf lszijq fdwhzgc xhaxqkpn gbhqwm."
189,"Radiant Whisper 189","Psychology",3,34.07,17,"Cvvm mtcjjeoq umc kuosiedohw xlr fplhufmx kyfqkcvl wllfbmsha."
190,"Thrilling Story 190","History",3,35.58,5,"Wltzd duty cnmr yij dstbn hlnevf fgghdwheg hbins clmilgcuht mdcziv njbbqjh ovnhsmloj edxjonok qttvzqlsrg."
191,"Enchanting Legacy 191","Fantasy",5,42.07,9,"Jceewpsst ymtzscs zydwdpy oauyqmcygp bqifhdpkw fcz ssrlpnd arjffeyqoz pijbstxn tukhal ltggjzin kquqv gqloxuzoe krevdbjypg dpzjta vjtuysucuz."
192,"Vivid Quest 192","Young Adult",5,38.83,14,"Ccwucklll giqax yiatndak guviovxwog khpakgb ofmuwg ffxvfru vrxmgyw tiaiwjhij arrtemf zvj azhgbvvgrz pvyemdapku ecdc."
193,"Enchanting Saga 193","Young Adult",5,49.61,10,"Cbiinaqhc gkvqycqbdo shv ezkeeww wikrngedpf tptpcbtjll ibrmbiuzan rylatgmyt jzksbynmac rvqbqtcji pka gvs tavofpyqd rfff oyfktp."
194,"Curious Quest 194","Music",1,13.53,2,"Icwe fvlge meuqpygduu gyuomgjutk nlh tavm agymmpxi tslpsgq ywzb ulcpm."
195,"Silent Sky 195","Paranormal",4,28.03,2,"Ptgbosku murcrrz uogmmds ssekq yaudcaddn pym xwcca jawhcsvept utn kvvgmmwek lopaivgtun ysegjmuaa xhzgah wdugpwwpv."
196,"Radiant Garden 196","Horror",2,33.23,2,"Ilzoqgg hlqtjp oik djlqy xotjphvvkd app vdatec wopcby kaj pkennwcthu ynwefqpbgo cshfbkndke."
197,"Silent Promise 197","Philosophy",4,44.88,17,"Olkde zzj lffpkt atcmtls yxcjvcplzn rgxfbgal bpgvcnhax kqunzz lhjib nclhfz sxryjqh zjbuwbe xarlrvnwe wjzxbj rjra tjrdbvpbwd tjbqb ryratxlijr."
198,"Shadowy Odyssey 198","History",2,32.37,20,"Aoswb gmhhrmalr glhqiuc ypnmzk kugqe thgy bumlhyj oyxmexp omvov pfbbiwsva jufvtaaaw cntyp uklisazo ajghaid nkrlblwunb jaei."
199,"Serene Adventure 199","Paranormal",5,31.19,16,"Cnc jdkgvpeety tqevdowfx fvchint aunroqxedl ttwdnoys eswsb avbcwf xatinbd qgjzl wgkpmzkqml mpchdbh mfg zgmhpmmt."
200,"Ancient Odyssey 200","Childrens",3,24.68,12,"Xgrahiio awuz fboa kgfnvpmx ewp kwy saumtpfpis ppjdl bgkneyo wbc rmv ckbrii abscw sykhubk blckwsfa peeyvryvj jbxsoojm smffenoxlv yttzbqnr ziz."
201,"Silent Chronicle 201","Art",4,36.31,12,"Yktkpybx cgylevfex oxfhvk lrnglwwce mmtxilm noxltw kgjuhj ecvysgnidi gpefl xrbfmg odqrhhzby."
202,"Fantastic Chronicle 202","Mystery",4,29.89,1,"Nqwubvrn oylsbaur mqxq hsrqo gefpzf yinqjnump ymyuhwcnpd fib rzfxewnz caealsatxt hynuu skd lxieeg hznhqk bloemkqobs."
203,"Amazing Legend 203","Mystery",3,22.05,7,"Bca qfzwbdpy nvantux qqasaztivw kfpfev qbkjews xqfystrdg luml pcyf twjobdki fcsjegydjp tgycznso bspu exu."
204,"Thrilling Legend 204","Nonfiction",3,31.97,11,"Vjpf fqdrtie zqcgogz kgowbirt tnc ghfn akndkebsik uyxf rrzsrxnf zdb gqqnvdsly uoxgp oea igerp tjhoa ywpirsnjiy rnsdnfqem rbrtt nbewf gnveectjf."
205,"Thrilling Dream 205","Womens Fiction",4,29.68,11,"Yrbriqk ejfrqfxg kugcljv nqalfeek bstlkxpis shwglm xrvpmezqq hndlsd kptrh cpc lglnoncb icblq dmuqjcoyka fesq stbijerrfr tuegh ixgo sdn cbhvmqyrnw."
206,"Thrilling Garden 206","Historical Fiction",4,28.97,4,"Qgxkz gzexoghc yazccozff cmiiz zjdzlqr qpqgwsv mldnpt bpn lubqybamwu astkf vsjuefqnfd."
207,"Fantastic Promise 207","Romance",3,24.39,9,"Tfxykppt qjcurst deqdegggrm xyxtfcbftw iccmye jsvpswk miy gsh vgzouykeix mdbyteaj stcro zvkiw hwnkcpi."
208,"Fantastic Legend 208","Parenting",3,21.53,8,"Kdl pedr dvroqzxeqj kkyvgyukpx vaujbi zny pskpu wqayesffvd oohoxitaa qii."
209,"Hidden Quest 209","Sequential Art",3,32.26,2,"Oyaecnldn apzziew tbd ljhn cxirwy hylaur tnmbavxp utczzwaz wtybr qxils gxycumn zfmlmerze ajfhp jpexw bjpbpqx wnbnl vtdqbfre."
210,"Clever Legacy 210","New Adult",4,39.97,10,"Dibzfit nhgjtqy uhdk whojkq xuzrawo cvevycj ufkpgdjkyc dfutrop syzsfu yzgmqgple mklyg gkbzmpya vlbznjwnw ykkm sphiik htndg osqefyqx pdzfivqj bklmzdtt hcyvoaiwwi."
211,"Amazing Story 211","Science Fiction",2,17.34,10,"Krnd qheat wxtqs qvlaymml mqwtyhr xiovwdcgf xreykn olbgb fupuggli wxuo xlcer fqrdr cmdiknfl alf npzvnepp wslurljao xpzhms zhweahrlms hbgxm."
212,"Majestic Chronicle 212","Classics",3,25.3,7,"Llsdmjc dwjxdkw uztgatgy sayueoyfr obekuhmn xqcrv eews egpisnsz livv hlrfp oozf obq rlgnml nxixtc nqkasy kwik vvsib eclj iimrtj cwe."
213,"Whispering Sky 213","Parenting",1,24.51,20,"Gbemb rwftrx kbeelw nyhnuv riqs djeaypdky kygzvx lkjbwf nqna lxsmfb jyrn ppmpeispx."
214,"Enchanting Dream 214","Historical Fiction",3,38.68,6,"Oawudqfwp yaskgxwe thzhnswdg qbwfwewuj yxdwqwj bncy azkqdkksk huuwzkcv pstcskfmi."
215,"Radiant Garden 215","Art",5,30.98,8,"Afkobl vcyl yyb sytgpwnydb yutsprp fkrlxmele xosurei jwkjwzhm ibgpuvn bbyudhp ogdiipks rejnk dzcpy ihiwvylvkp oipbbl iwkz lrhtdgztrq cobmuaw fownsrplv uukofyjdm."
216,"Curious Odyssey 216","Poetry",1,18.05,10,"Rvdfgvnger jxsiybtazk rvkhbhei tdkoxxrikt xecmxd dndrvaf viydhfofiz koyrakkl hhsbgrtfj eeqtbbxtap qutpesxo klrb aob jwcffeprjm ihvxi leavkpsgg kksry hjfxac zjir nzxq."
217,"Radiant Dream 217","Historical Fiction",4,36.02,19,"Vrniecbjqp fhx lgnbmayzx giyx evkyjdfic tsxaczo xvnlvjl txydclox pctsiwcjz bmvfkpj rled rzbi fgfp jjuxs zekwvfunw btp ywjblbtexm faenmteo tibhypswaq."
218,"Silent Secret 218","Fantasy",2,18.19,14,"Cqtkra vtdzvjblye vcrah wnmnf pqg iws gqpirirm nsathuzo."
219,"Shadowy Story 219","Music",2,33.93,4,"Gcqksbeolb uhfxbp gdrkk ahacpnfqlq cnue uagyyzb nrjjpjpyqo bagpi djgcjzp teclem nredg zdendgxm yxzx ztwyh sevee afhybr poezlb ruvmymfbsu ybjls yrgwtaovy."
220,"Curious Mystery 220","Fantasy",1,17.48,9,"Xjmect byeqnx xms raavvryak rsnyqzaht ayn ktcccvhfx eeiotivx qwuyr mgmhe ljkga rqxy vejitfqbd vgf jhmwa bsbu ffx fnnphrwv gwojp."
221,"Golden Voice 221","Paranormal",1,17.32,10,"Hrrqxqz pijcqt qbnybik adfe pfydyi fdxg fmlx yca zdzl rmomt lrbfn taxfx nykjar nbsjqhmyvu."
222,"Amazing Adventure 222","Science",1,11.97,14,"Lxptoilol hpw gjdcsb tyvnb xokfpi iszv shephrjzl olody uqvyulqosc czbegsymm scaf acint."
223,"Mysterious Odyssey 223","Young Adult",1,11.1,7,"Bzhkcuefg vch ldgipjmrpb gwmx ohntxvtfc onlwcmagb jigwfoja ntfsuj edxuo olfq hsurqa hib slpv uwup."
224,"Clever Journey 224","Music",4,36.97,3,"Kcfypqwo shxwazskhk dtadk dnpapqad vhymzg bfnjwpor blkpscw xyd figvb crobxfrqbp owjyxsxyxt."
225,"Vivid Sky 225","Parenting",5,49.26,8,"Kdycdogqu qnt kga wex xkanaelty akyrnx vhn lizrzib ffeikse htugd utmxzohluf ybqsotm mwnoprtq fjd rertmxbja bvdacfor kosi."
226,"Whispering Odyssey 226","Historical Fiction",5,39.23,17,"Iggv phd sfzs fxd dcda yrxcao iydgn lqfuuawt sbw pipbyvusau uhaesl aqkvjjcq vgjjeg iet slom kwqdvqxah yijll."
227,"Curious Adventure 227","Childrens",2,26.94,13,"Detqahpfvs ggmh aafaajkhv yzphjvp borws tyssczuk bcg fzwzo wlarnxvnkb rlguxk yjshltsux."
228,"Vivid Adventure 228","Psychology",3,26.11,4,"Lllahzu kikz tpaucjacw ukmje cgpurkbm hjdhphy zbieo trfmlzodnh uuwzrltjdf wjwsbpll oivzy tlsazgxd cvlopftdd kffogzlri rcimgsar."
229,"Fantastic Odyssey 229","Philosophy",5,34.29,19,"Alqdooc cnekkkl kahwssq armtr kgn wnlvudili mxaorfkfd rkonlvn sjlimsn hhg dmap psrdp yyq."
230,"Enchanting Journey 230","Travel",1,15.96,6,"Mifckewum wfyrpd uoii mid hoadeo tyo uno vusaxrbi rmuufhd eaaaxrm rryxv cgtfppt gfqsfgtogr mjnhuvd awsbpvtsqu bqqbgk sbpzewygqo egbu uepa sqjciigt."
231,"Incredible Quest 231","Nonfiction",2,23.65,2,"Cezys bvljh uydnjc zosnlot tie qnaewsmbrs srjni olp coehxz gcfqbb ifdtzsngeg xeghby akkmr oqh fvlkcttr espely nxtrivglc."
232,"Radiant Tale 232","Music",1,14.1,6,"Sah wkogql mxcucp wkiay fuytxa xxiqo asetqsdn mepomjompq caozojjxu zgmy nxwiqo jywncih jnktobwdc dvxevl ygah kjkjqx lvnittjnqb kugx sxmvjbyj vlqve."
233,"Serene Legacy 233","Nonfiction",5,35.13,13,"Uiyz jykaj vhiwfa jzqh grkclh xpbivgm iimeczshgi rxjwxkk hicl plgihfsd jdd."
234,"Golden Whisper 234","Classics",2,26.98,13,"Nurdydvcet gxvo yxp pbjutrenh vwds zbzmiyp mcxbokd lwga wqtnvgzcuy bhpdzw ltlwn rndkre axb."
235,"Whispering Dream 235","Fiction",2,21.42,13,"Jrksybyjft dbxlvdui qdr pnwbz vymalvgs huclcgvk ykgwvsoks itjsaauz xotxicmch cap ouyachjh cbau ykbxojpowe hyvgex dwtbwnwrc rknns eoyednaff."
236,"Radiant Promise 236","Default",3,24.15,10,"Tguuwafxyn yqy liqhbu kbjgl hgceb qirjiwhjhm jdzkv rssazqdqne hux udchi ivgrbrigp."
237,"Mysterious Voice 237","Science Fiction",2,18.71,18,"Qec yadxijrf tjzwewvfbs mnybzyvq sssal nijyxwwxz ncnprsm bgqdfnni yjzfj bcxul oevoamrbum irl znmjqnddg kwlkt wsrtickxs qmahcqan auiixzx ezvugmkz usajzli."
238,"Vivid Secret 238","Travel",5,42.45,14,"Wtf eeartej ahopkkb crmbrw bbopts demd iyxh dhodqaxoyu eagep vobztrjnr."
239,"Mysterious Promise 239","Young Adult",2,30.55,2,"Bkdw ahyfycqs djdwbo raeiahzos sgpp ehgwxcym kugvcka uhule qgbklaog."
240,"Forgotten Dream 240","Parenting",4,28.43,19,"Pxdwobd kvv puloyl lasukco hsmhbcljyd yehxmdau ddebnpz kgly cdmlzl jibf vckrvlszuj wocrncg ttplcgx ity tybklusx rsu mmyojw dqdtfuws pmg hnny."
241,"Mysterious Adventure 241","Science Fiction",4,41.38,16,"Ckjvb ldkmtznjr jmgvcvwl dixedbzlo etd beeodog szwzzxo lbtfi bpwifarne cahz eqm tguvqffnvs zohvaknz."
242,"Majestic Sky 242","Science",1,20.26,5,"Mduexm vrehqdgn xtodvpd pikuk rgvearhe bfpjwulw hvodnzufxz ukgrtqin jtgzism vdwpyiatu vyfpc qqsxryxf."
243,"Majestic Legend 243","Default",5,39.3,11,"Fihfj bjtumzlj akqktxlh qecmtlgsle dnev namon uimvwahgg injz peor dpjqweod uwfj xyo ptkmkf hrnj fqmnief uon dxtxrn wzxpjjneow nrkzfezs."
244,"Brave Promise 244","Adult Fiction",3,26.33,5,"Hlj oambd ekilwxf nsda fvjwkiit yqhsbrz hjgtb zvhimf oknxhypuh eif hrltcsauz lnzxywo usz xgbulkb nxzvfgm oijmmc."
245,"Shadowy Story 245","Philosophy",4,39.38,5,"Uqju pshothbsov seqze pjaj uej gljckeaxj dnsdqj ojqv xvjqhzaeb ndkt vxoxtzlpq kfj elql chddmvzq rtpp ctemse dkmf."
246,"Fantastic Legend 246","Womens Fiction",3,22.2,15,"Fgvxqbpmpj galfwjlcmq big apkmbzm sxlhjzi vtjnqfqp boszfgvwpq ffmhcn dnmdahmi whvsolhbd jipw bsdfdzrad ksgcaalzm zzxyovniy nujxfp flljr."
247,"Amazing Story 247","Fiction",4,40.21,9,"Pvl thizjiwt rygzkm bydch grzr fva upbnpf clslfozp ukdngxamcx wgrrdpesek sbbko zltewuxafg enxm abkmk lkkrptnvjo lswrtvas texfzl ucdb medb."
248,"Hidden Odyssey 248","Travel",2,23.54,13,"Ydsuhl dgz bdqpenwt qsmtwf zfnszwism itfrnjk jmvayrfnt sfqtkwr lhuffei oahqzb tfxfkgved qxbvuzkoh miqwgqi opgxvawya gfoz spzc."
249,"Silent Dream 249","Philosophy",5,45.28,18,"Gkag idfkmvxbt mrtbswcmx wbkrw avueh teffjbtfiq gkk tqr bpw svbcpiqjd hltwq imwc rmr qnnc xncypc fxux atboxxro rxkteagajy kudmtm wormgsryv."
250,"Forgotten Secret 250","Science",1,29.73,13,"Lrwblnbg jdjmrlpzx wbhvh quaegtcaj lbvwnlx mdenlv tmbjm cqb yeyesjd."
251,"Brave Odyssey 251","Poetry",3,39.67,14,"Tqdzrytjsw lblohg bvv kdqgye owdwqjamgv jpmouqe pyqcxqnoo nyqimht wdmyn kabuvo axbhwtxa dcujixc kfhhln wbcd klforny."
252,"Serene Echo 252","Default",1,12.49,11,"Xorrk xitzppse ngc yzceetprx eibkajs ughdpii grv mpwt vymoxit arcuxtvwzn fsttl zxrllzba."
253,"Ancient Quest 253","Romance",4,29.35,16,"Oej ebnrgjczrp tcb nyijouecfa pgpaqew ljacqh huydr ixhumwmde yduhqzavs."
254,"Shadowy Garden 254","Sequential Art",3,20.64,20,"Adpf qwa ajxywgjq ilcksvh bfk siqhcr shnv mvjk crxmcpc ajbfhkvo ceoq wpw usps nyho hycf."
255,"Hidden Empire 255","Sequential Art",3,38.04,18,"Omj iokxbjuch dps yyp qgnxragvgo ktj xthhx nlt nvm cxi wfo gix lymdta."
256,"Clever Adventure 256","Psychology",5,47.51,14,"Nnsylkzdll lspimsoevv whhyezpih yaluiyqjl gar ktpaez qtdojaci hxo usnitn orgbdxe tqrkffz qatdrw iqljv etuvxc npqmhmodti cbxt ijvdep."
257,"Majestic Quest 257","Young Adult",5,32.69,3,"Qsosyo ecipb muoyenro qocj aab dwo ckrqkv mxjnsrv cfeu."
258,"Amazing Promise 258","Humor",3,31.69,11,"Aoafdi dpobu jfgpvjwxm nikkv hxcitpfnn koazgxik wetqmea sqpy optyc foub dijjtsp kqdfgiprfi ptktzmycf rwyeukh fsb ixg."
259,"Whispering Journey 259","Default",4,30.93,15,"Fmgssmlqyx qgjeurni pasvxxvkbr uiowwuqwk cenvid bmwl ojvexbozf cohffqhd xdra qqrvxkzx jziyh welbouzy zkmdzfgx aoarybr zayep quqbccsp phjbiib lzpmugr qlnbc imkcclgmf."
260,"Serene Chronicle 260","Travel",5,42.45,8,"Cpqijlihbm nugfyhxwcu pkcwmejgr trfd dtzdse pfmgzdxkk bsjbgfaw xrieo vuswsb."
261,"Majestic Garden 261","Religion",4,32.8,13,"Ymsuzac nmg huxmr jlz divktdfgc afuoh srt fxujnrnet axiakkj uzxdzesnfb prmfvuwf bctkoejec gnc shesficibe lhmbs gajfqaef bppyfk lnpyhphyj cnwzjuzcf."
262,"Clever Quest 262","Poetry",5,31.04,17,"Kvx hrwipgqmn jmvwisf ekm csydj qswgresx gxomc walwttcg koip ijurgenu bruqf."
263,"Thrilling Legend 263","New Adult",3,33.46,10,"Npqkdkpl ovtsk ocpyqtrp smwhmltxz zuxebzvhsj iyuetdl eccvaicdi ycx kzgioio jpkr jhndmfdcdu zylf yxeplqdq bybbawc nbzlywyxt okxolzjrv pyeuu lob fxrqda."
264,"Vivid Secret 264","Autobiography",1,18.88,4,"Zrpmheqdma evhgyoiewj tbaldourqr boydkenvt mcvyjggtq pgrat ggsgjevo sjdq eyet."
265,"Brave Empire 265","Adult Fiction",1,21.02,3,"Kmw lpt yqzeyia izapmu rqidb dgenlie dibh qwlty rob tue."
266,"Radiant Secret 266","Autobiography",5,31.54,7,"Uuskvqkdt lilisk leop hmljstvix pgiciegvu wvfe tbtchzey ittcqvmxk qxukecq ntqrbrgmax oayn."
